Session_ID,Station_ID,Station_Name,City,State,Location_Type,Charger_ID,Charger_Type,Connector_Type,Power_Rating_kW,Vehicle_Type,Vehicle_Model,Session_Start,Session_End,Charging_Duration_Min,Energy_Delivered_kWh,Idle_Duration_Min,Session_Status,Start_SOC_Percent,End_SOC_Percent,Charging_Cost,Price_per_kWh,Payment_Method,Customer_Type,Peak_Hour_Flag,Day_Type,Month,Year,Weather_Condition,Temperature_C
SESS001554,STN0215,Noida EV Hub,Noida,UTTAR PRADESH,,CHG00465,AC,,7.2,2-Wheeler,Kia EV6,17-04-2025 10:27:26,,83.0,25.44,0.0,Failed,37.1,,373.71,14.69,Wallet,Commercial,Y,Weekday,April,2025,Foggy,13.6
SESS001916,STN0088,Bengaluru Fast Charge Center,Bengaluru,Karnataka,highway,CHG00840,DC Ultra Fast,GB/T,120.0,,Bajaj Chetak,22/04/2024 11:30,22-04-2024 11:40:05,10.0,33.18,8.0,Cancelled,37.8,150.0,552.45,16.65,,Fleet,Yes,Weekday,April,2024,Foggy,30.2
SESS001835,STN0247,  Noida Power Station ,Noida,Uttar Pradesh,Highway,CHG00085,DC Fast,CHAdeMO,3.3,2 Wheeler,Hyundai Kona,2024-01-05 09:27:48,05-01-2024 11:05:48,98.0,29.0,,Cancelled,105.0,,637.71,21.99,Wallet,Commercial,No,Holiday,January,2024,Cloudy,38.8
SESS000269,STN0196,Surat Fast Charge Center,surat,Gujarat,Parking,CHG00203,DC Ultra Fast,GB/T,,3-Wheeler,Ather 450X,24/07/2021 17:54,24-07-2021 18:20:24,26.0,8.55,21.0,Failed,105.0,,,18.7,,Fleet,N,Holiday,July,2021,,11.7
SESS001063,STN0055,Kochi Fast Charge Center,Kochi,Kerala,Highway,CHG00796,,Type 2,60.0,Car,,2021-07-06 23:06:44,06/07/2021 23:21,15.0,30.25,0.0,Completed,13.5,150.0,644.93,21.32,upi,Fleet,yes,Weekday,July,2021,,34.7
SESS000153,STN0076,Bengaluru Charge Point,Bengaluru,Karnataka,,CHG00689,DC Ultra Fast,CHAdeMO,22.0,Bus,Ola S1 Pro,2022-02-01 20:49:12,01/02/2022 22:07,78.0,14.13,0.0,Completed,25.0,150.0,131.13,9.28,Card,,No,Weekday,February,2022,Rainy,25.2
SESS000080,STN0033,Kochi Charge Point,Kochi,  Kerala ,Residential,CHG00663,DC Ultra Fast,Type 2,22.0,,Tata Nexon EV,03-04-2021 18:38:51,03-04-2021 19:50:51,,14.14,0.0,Failed,21.5,150.0,125.7,8.89,,Commercial,No,Weekend,April,2021,Cloudy,32.1
SESS001454,STN0008,Chennai Charge Point,chennai,Tamil Nadu,highway,CHG00240,ac,,120.0,,Kia EV6,22/09/2025 05:17,,27.0,28.44,9.0,Cancelled,105.0,84.1,367.73,12.93,UPI,Fleet,no,Weekday,September,2025,Foggy,25.9
SESS001266,STN0239,Patna Fast Charge Center,Patna,Bihar,Highway,CHG00248,ac,GB/T,3.3,2-Wheeler,,27-04-2025 05:15:03,27-04-2025 06:37:03,82.0,34.11,,Failed,7.3,,616.71,18.08,App,Fleet,Y,Holiday,April,2025,,46.3
SESS001791,STN0010,Chandigarh Fast Charge Center,Chandigarh,Punjab,Highway,CHG00544,ac,Type 2,30.0,Car,Mahindra XUV400,09/04/2021 23:55,10-04-2021 01:19:18,84.0,33.68,,Cancelled,,150.0,471.18,13.99,Wallet,,,Holiday,April,2021,,29.8
SESS000845,STN0020,DELHI CHARGE POINT,Delhi,Delhi,highway,CHG00075,AC,Type 2,22.0,3-Wheeler,Citroen eC3,12-03-2024 15:18:01,12-03-2024 16:48:01,90.0,23.71,,Failed,105.0,95.0,511.42,21.57,upi,Individual,Y,Weekend,March,2024,Cloudy,29.0
SESS000390,STN0132,Ahmedabad Charge Point,Ahmedabad,Gujarat,Residential,CHG00227,DC fast,ccs2,22.0,2-Wheeler,Ather 450X,04/03/2021 02:35,2021-03-04 03:08:24,33.0,40.79,,Completed,,,674.26,16.53,upi,,Yes,Weekday,March,2021,,30.9
SESS000346,STN0171,Chennai Charge Point,Chennai,Tamil Nadu,Office,CHG00607,,CCS,50.0,SUV,,2025-07-18 19:00:06,2025-07-18 19:49:06,49.0,34.23,0.0,Failed,-5.0,84.9,479.56,14.01,,Commercial,,Weekday,July,2025,Foggy,42.7
SESS000175,STN0165,Kolkata EV Hub,Kolkata,West Bengal,Office,CHG00517,DC fast,GB/T,7.2,Car,Ather 450X,18/09/2023 17:00,18/09/2023 17:21,21.0,21.1,,Cancelled,,,217.12,10.29,Cash,Commercial,no,Weekday,September,2023,,28.8
SESS001914,STN0062,Chandigarh EV Hub,Chandigarh,  Punjab ,Mall,CHG00112,AC,CHAdeMO,,2 Wheeler,MG ZS EV,23/04/2022 09:17,23/04/2022 09:44,27.0,33.25,34.0,completed,-5.0,150.0,385.37,,upi,,,Weekday,April,2022,,30.3
SESS001531,STN0181,Lucknow EV Hub,Lucknow,Uttar Pradesh,Highway,CHG00443,AC,,120.0,SUV,Tata Tiago EV,12-08-2025 23:51:15,2025-08-13 00:21:15,30.0,11.54,,Cancelled,-5.0,62.2,185.33,16.06,Card,Fleet,Y,Weekday,August,2025,Humid,27.1
SESS001761,STN0041,Ahmedabad Charge Point,Ahmedabad,Gujarat,Residential,CHG00294,ac,CCS,7.2,,Ola S1 Pro,19-11-2023 06:46:32,2023-11-19 07:12:32,26.0,-18.73,59.0,Failed,18.1,150.0,437.74,,UPI,Individual,,Weekday,November,2023,Humid,31.5
SESS000025,STN0047,Gurugram Charge Point,Gurugram,  Haryana ,Hotel,CHG00407,DC Ultra Fast,CCS,120.0,2-Wheeler,,11-12-2024 19:35:04,11-12-2024 19:49:04,14.0,39.91,24.0,Cancelled,,95.2,531.6,13.32,Cash,Individual,no,Weekend,December,2024,Cloudy,29.6
SESS000162,STN0029,Surat Power Station,Surat,Gujarat,Mall,CHG00759,ac,GB/T,3.3,2-Wheeler,Citroen eC3,29-10-2025 01:11:58,29-10-2025 02:03:58,52.0,26.45,,COMPLETED,105.0,85.1,403.63,15.26,upi,,N,Weekend,October,2025,Sunny,23.5
SESS001750,STN0057,BHOPAL CHARGE POINT,Bhopal,Madhya Pradesh,highway,CHG00740,,Type 2,,3-Wheeler,Kia EV6,19-03-2022 14:08:54,2022-03-19 14:21:54,13.0,25.94,0.0,Failed,105.0,,,8.14,,Fleet,no,Holiday,March,2022,,32.5
SESS000695,STN0013,Indore Power Station,Indore,Madhya Pradesh,,CHG00791,DC Fast,Type 2,22.0,3-Wheeler,BYD Atto 3,2023-10-28 23:22:32,29/10/2023 00:28,66.0,6.91,0.0,Completed,,,65.64,9.5,UPI,Fleet,yes,Weekday,October,2023,Cloudy,
SESS001836,STN0067,Bengaluru EV Hub,Bengaluru,Karnataka,Hotel,CHG00776,DC Ultra Fast,,,2 Wheeler,Ather 450X,18/12/2022 00:01,2022-12-18 00:32:41,31.0,0.1,3.0,COMPLETED,,150.0,0.98,,App,Fleet,N,Holiday,December,2022,Rainy,34.4
SESS000120,STN0203,Bengaluru Fast Charge Center,Bengaluru,Karnataka,highway,CHG00349,DC Ultra Fast,GB/T,3.3,2-Wheeler,Tata Nexon EV,2022-11-02 10:17:47,2022-11-02 09:12:47,-65.0,1.1,10.0,COMPLETED,13.0,73.3,16.7,15.18,Cash,Fleet,N,Weekday,November,2022,Foggy,14.7
SESS001083,STN0194,Surat Fast Charge Center,Surat,Gujarat,Highway,CHG00626,,,22.0,3-Wheeler,Bajaj Chetak,12/02/2021 04:34,12-02-2021 05:52:44,78.0,29.68,,completed,26.6,66.3,468.94,15.8,Wallet,Fleet,Yes,Holiday,February,2021,Cloudy,
SESS000263,STN0072,Delhi Power Station,Delhi,Delhi,highway,CHG00064,ac,CCS,120.0,Bus,TVS iQube,26-06-2025 04:06:05,2025-06-26 04:59:05,53.0,16.03,21.0,Failed,,64.7,338.87,21.14,Cash,Individual,yes,Holiday,June,2025,Rainy,22.9
SESS000571,STN0216,  Noida Charge Point ,Noida,uttar pradesh,Residential,CHG00126,DC fast,CCS,60.0,2-Wheeler,,2025-04-19 02:07:26,19-04-2025 03:36:26,89.0,9.21,0.0,completed,36.2,,90.63,9.84,App,Individual,no,Holiday,April,2025,Foggy,22.7
SESS001712,STN0161,Mumbai EV Hub,Mumbai,Maharashtra,Highway,CHG00151,DC Ultra Fast,,3.3,Bus,Bajaj Chetak,16/09/2024 04:04,16-09-2024 04:38:28,34.0,27.95,22.0,COMPLETED,-5.0,,365.59,13.08,App,,N,Holiday,September,2024,Foggy,30.5
SESS001193,STN0027,Patna Charge Point,Patna,Bihar,Residential,CHG00240,DC fast,,3.3,2 Wheeler,Bajaj Chetak,2022-12-11 10:00:43,2022-12-11 10:53:43,53.0,9.06,,Cancelled,105.0,72.8,116.24,12.83,Wallet,,Y,Weekend,December,2022,Rainy,39.1
SESS000082,STN0021,Pune Power Station,Pune,Maharashtra,,CHG00293,ac,CHAdeMO,120.0,2 Wheeler,Mahindra XUV400,20-11-2023 11:55:04,20/11/2023 12:59,64.0,32.95,0.0,COMPLETED,-5.0,,616.82,18.72,App,Individual,yes,Holiday,November,2023,Sunny,22.8
SESS001700,STN0137,Bhopal EV Hub,Bhopal,Madhya Pradesh,Parking,CHG00425,ac,CHAdeMO,,Bus,Hyundai Kona,31-07-2022 04:40:11,2022-07-31 06:03:11,83.0,14.79,,completed,,,148.34,10.03,UPI,Fleet,no,Weekday,July,2022,Rainy,27.3
SESS000739,STN0091,Mumbai EV Hub,MUMBAI,Maharashtra,Highway,CHG00228,DC fast,CHAdeMO,60.0,2 Wheeler,TVS iQube,2023-05-12 10:35:58,12/05/2023 10:36,1.0,21.11,,Completed,-5.0,82.1,217.86,10.32,upi,Individual,no,Weekday,May,2023,Cloudy,35.5
SESS001823,STN0009,Ahmedabad Fast Charge Center,Ahmedabad,Gujarat,,CHG00170,,CCS,150.0,3-Wheeler,Tata Tiago EV,01/06/2023 23:02,01-06-2023 23:22:42,20.0,26.92,0.0,completed,-5.0,95.3,504.21,18.73,Cash,Fleet,Y,Weekday,June,2023,Cloudy,20.3
SESS001246,STN0104,Mumbai EV Hub,Mumbai,Maharashtra,Residential,CHG00870,AC,CCS,50.0,SUV,,05/11/2024 17:51,2024-11-05 18:13:54,22.0,0.1,0.0,Cancelled,,74.6,1.19,,Cash,,yes,Holiday,November,2024,Rainy,24.5
SESS001969,STN0085,Gurugram Power Station,Gurugram,Haryana,Residential,CHG00364,AC,CHAdeMO,22.0,Car,Hyundai Kona,04-11-2023 01:04:00,04-11-2023 01:25:00,21.0,7.39,0.0,completed,39.8,,153.86,20.82,App,Individual,Yes,Weekday,November,2023,,25.9
SESS000411,STN0048,Indore EV Hub,Indore,Madhya Pradesh,Office,CHG00821,ac,ccs2,22.0,SUV,Citroen eC3,2024-01-12 20:54:02,2024-01-12 21:49:02,55.0,27.97,0.0,completed,-5.0,-14.0,295.08,10.55,Wallet,Individual,no,Weekday,January,2024,Humid,25.1
SESS000114,STN0241,Chandigarh Power Station,Chandigarh,Punjab,Parking,CHG00154,DC Fast,CHAdeMO,3.3,,Kia EV6,2022-05-30 06:18:57,30-05-2022 06:25:57,7.0,39.81,6.0,completed,105.0,86.8,748.43,18.8,upi,Individual,Y,Weekend,May,2022,Sunny,22.3
SESS001735,STN0029,Hyderabad EV Hub,Hyderabad,TELANGANA,Residential,CHG00796,AC,Type 2,7.2,2-Wheeler,Bajaj Chetak,2023-11-16 15:49:31,16-11-2023 17:00:31,71.0,38.16,0.0,COMPLETED,,150.0,704.05,18.45,UPI,,Yes,Weekday,November,2023,Rainy,23.9
SESS000436,STN0067,Noida Charge Point,Noida,UTTAR PRADESH,Mall,CHG00153,DC Fast,GB/T,3.3,Car,Tata Tiago EV,2024-05-05 20:07:19,2024-05-05 20:41:19,34.0,3.62,29.0,COMPLETED,33.5,150.0,78.3,21.63,App,Individual,N,Weekend,May,2024,Rainy,41.5
SESS000084,STN0080,Jaipur Charge Point,Jaipur,Rajasthan,Residential,CHG00358,ac,GB/T,,3-Wheeler,Tata Tiago EV,04/06/2022 01:49,04-06-2022 02:20:45,31.0,,,completed,23.6,150.0,538.48,13.01,,Individual,,Weekend,June,2022,,37.8
SESS000093,STN0129,Indore Charge Point,Indore,Madhya Pradesh,Mall,CHG00023,ac,CCS,3.3,,,18-08-2024 09:29:06,18/08/2024 09:37,8.0,34.34,0.0,COMPLETED,-5.0,150.0,653.15,19.02,Wallet,Commercial,N,Holiday,August,2024,Humid,26.3
SESS000302,STN0009,Hyderabad EV Hub,Hyderabad,Telangana,Highway,CHG00583,AC,ccs2,150.0,Car,Tata Tiago EV,2023-01-16 05:00:25,,39.0,0.1,39.0,COMPLETED,-5.0,150.0,2.05,,UPI,Commercial,N,Weekday,January,2023,Rainy,26.4
SESS000020,STN0090,Kolkata Charge Point,Kolkata,West Bengal,Residential,CHG00543,,CHAdeMO,60.0,3-Wheeler,Citroen eC3,2023-12-31 20:38:03,31-12-2023 21:41:03,63.0,5.48,20.0,Completed,30.9,,56.22,10.26,Cash,,No,Weekend,December,2023,,22.5
SESS001583,STN0087,Bengaluru Fast Charge Center,Bengaluru,Karnataka,Mall,CHG00849,ac,ccs2,150.0,2-Wheeler,,18/09/2022 00:57,2022-09-18 02:15:31,78.0,47.56,,completed,29.4,,1028.25,21.62,upi,Commercial,no,Holiday,September,2022,,49.1
SESS000186,STN0095,Lucknow Power Station,Lucknow,  Uttar Pradesh ,Office,CHG00860,AC,,30.0,Car,Hyundai Kona,2022-10-14 00:34:07,,74.0,5.76,0.0,Cancelled,,150.0,89.8,15.59,UPI,Commercial,Y,Holiday,October,2022,Foggy,29.9
SESS000228,STN0143,Mumbai EV Hub,mumbai,Maharashtra,,CHG00132,AC,GB/T,120.0,2 Wheeler,,2025-11-22 01:09:17,2025-11-22 01:41:17,32.0,21.09,,COMPLETED,-5.0,,300.32,14.24,Card,Commercial,no,Holiday,November,2025,Foggy,32.2
SESS001234,STN0110,Gurugram EV Hub,Gurugram,Haryana,Mall,CHG00582,DC Ultra Fast,CHAdeMO,150.0,3-Wheeler,TVS iQube,21/10/2021 20:38,21-10-2021 21:22:26,,29.38,0.0,Cancelled,105.0,150.0,384.0,13.07,Cash,Commercial,yes,Weekend,October,2021,Sunny,23.5
SESS000334,STN0002,Surat Power Station,surat,Gujarat,Office,CHG00895,DC Ultra Fast,CHAdeMO,22.0,SUV,BYD Atto 3,2021-04-03 16:00:54,03-04-2021 16:25:54,25.0,4.17,,completed,,,50.37,12.08,Cash,,yes,Weekday,April,2021,,25.6
SESS001632,STN0036,Delhi EV Hub,Delhi,Delhi,Residential,CHG00770,DC Ultra Fast,,60.0,3-Wheeler,Ather 450X,2021-05-12 16:49:34,12-05-2021 17:25:34,36.0,10.0,11.0,completed,,62.6,213.3,21.33,Card,Fleet,no,Weekend,May,2021,,41.2
SESS001552,STN0008,Hyderabad Charge Point,Hyderabad,Telangana,Mall,CHG00186,DC Fast,Type 2,22.0,2-Wheeler,TVS iQube,16/06/2025 08:19,2025-06-16 08:50:06,,12.77,13.0,completed,,99.2,243.01,19.03,Wallet,Commercial,No,Holiday,June,2025,Sunny,21.7
SESS001256,STN0208,Kochi Charge Point,kochi,KERALA,Highway,CHG00324,AC,GB/T,,SUV,Kia EV6,10-02-2021 09:11:05,10/02/2021 09:31,20.0,0.1,16.0,Failed,-5.0,,0.86,8.57,upi,,,Weekend,February,2021,Foggy,32.1
SESS000509,STN0085,Jaipur EV Hub,Jaipur,Rajasthan,,CHG00201,ac,GB/T,150.0,3-Wheeler,Ola S1 Pro,01/06/2022 05:46,01/06/2022 06:09,23.0,28.56,0.0,completed,17.8,77.6,580.91,20.34,Cash,Individual,,Holiday,June,2022,Sunny,27.6
SESS001453,STN0178,Noida EV Hub,NOIDA,Uttar Pradesh,highway,CHG00782,,Type 2,120.0,SUV,,23/06/2021 09:41,23-06-2021 11:52:31,131.0,11.77,,COMPLETED,25.7,,178.2,15.14,upi,Commercial,Yes,Weekday,June,2021,Sunny,20.7
SESS000315,STN0209,Bhopal Power Station,Bhopal,Madhya Pradesh,Hotel,CHG00464,,Type 2,120.0,Bus,,01-09-2025 11:32:58,01-09-2025 11:54:58,22.0,35.75,0.0,Cancelled,-5.0,-14.0,630.99,17.65,UPI,Commercial,,Weekday,September,2025,,36.3
SESS001736,STN0030,Patna Fast Charge Center,Patna,Bihar,Highway,CHG00820,,CHAdeMO,60.0,Bus,Bajaj Chetak,03/05/2022 06:01,03/05/2022 07:25,84.0,0.1,27.0,Cancelled,-5.0,64.9,1.27,12.72,,,,Weekend,May,2022,Rainy,35.5
SESS000791,STN0063,Kochi Fast Charge Center,kochi,Kerala,Parking,CHG00222,DC Ultra Fast,GB/T,30.0,Car,Ola S1 Pro,19-08-2023 15:18:47,19/08/2023 15:58,40.0,-23.49,,Failed,-5.0,99.8,141.39,17.24,,Fleet,no,Weekend,August,2023,Cloudy,22.9
SESS001867,STN0217,Gurugram Fast Charge Center,Gurugram,Haryana,,CHG00545,DC Ultra Fast,CCS,120.0,2 Wheeler,Bajaj Chetak,04-12-2025 21:13:16,2025-12-04 22:28:16,75.0,13.87,0.0,Completed,,150.0,195.71,14.11,Card,,no,Holiday,December,2025,,30.4
SESS001642,STN0212,Delhi Charge Point,Delhi,Delhi,Highway,CHG00059,DC Ultra Fast,CHAdeMO,150.0,SUV,MG ZS EV,11-06-2023 23:02:01,12/06/2023 00:05,63.0,20.01,11.0,Completed,-5.0,,219.11,10.95,App,Commercial,Y,Weekday,June,2023,Rainy,28.5
SESS000552,STN0074,Surat EV Hub,SURAT,Gujarat,Highway,CHG00055,DC fast,Type 2,120.0,Car,Mahindra XUV400,2025-03-05 21:43:15,05/03/2025 22:56,73.0,19.82,25.0,Failed,-5.0,,264.6,13.35,upi,Fleet,N,Holiday,March,2025,Rainy,29.7
SESS000672,STN0106,PUNE EV HUB,Pune,Maharashtra,highway,CHG00084,AC,,60.0,,Tata Tiago EV,08/07/2022 17:27,08-07-2022 18:03:06,36.0,23.43,16.0,Failed,-5.0,,191.42,8.17,UPI,Commercial,,Weekday,July,2022,Sunny,22.8
SESS001263,STN0221,indore Power Station,indore,Madhya Pradesh,highway,CHG00208,ac,CHAdeMO,7.2,SUV,Mahindra XUV400,07-06-2022 11:44:38,07/06/2022 11:45,1.0,8.9,0.0,Cancelled,36.3,,134.03,15.06,App,Individual,Y,Weekday,June,2022,Foggy,32.1
SESS001162,STN0046,Ahmedabad EV Hub,Ahmedabad,Gujarat,highway,CHG00321,DC Fast,CHAdeMO,3.3,SUV,MG ZS EV,24/07/2022 15:26,24-07-2022 16:02:00,36.0,13.97,0.0,Failed,38.3,,243.64,17.44,Card,,Yes,Weekday,July,2022,Humid,32.2
SESS001050,STN0040,Kolkata EV Hub,Kolkata,West Bengal,Mall,CHG00183,,CHAdeMO,50.0,Bus,Ather 450X,26-06-2021 20:11:21,26/06/2021 21:52,101.0,37.11,,Failed,-5.0,,648.31,17.47,,,No,Holiday,June,2021,,45.3
SESS001800,STN0138,  Mumbai Fast Charge Center ,Mumbai,Maharashtra,highway,CHG00607,DC fast,CCS,60.0,SUV,Mahindra XUV400,17-05-2021 01:15:54,17/05/2021 02:14,59.0,28.75,,Completed,,,262.78,9.14,UPI,Fleet,No,Holiday,May,2021,Foggy,25.6
SESS001205,STN0101,Hyderabad Charge Point,Hyderabad,Telangana,Hotel,CHG00443,AC,Type 2,120.0,,TVS iQube,19-05-2023 06:13:51,2023-05-19 07:04:51,51.0,19.63,0.0,completed,-5.0,150.0,354.71,18.07,Cash,,yes,Weekday,May,2023,Foggy,32.4
SESS000341,STN0054,Surat Power Station,Surat,Gujarat,Highway,CHG00271,AC,CHAdeMO,7.2,,BYD Atto 3,02/03/2025 08:17,02/03/2025 09:26,69.0,23.99,0.0,Completed,-5.0,150.0,271.09,11.3,,Fleet,N,Weekday,March,2025,Rainy,29.0
SESS001086,STN0107,Kolkata EV Hub,Kolkata,West Bengal,,CHG00749,ac,,3.3,2-Wheeler,Bajaj Chetak,22-06-2025 07:55:49,22-06-2025 06:23:49,-92.0,26.44,27.0,completed,105.0,79.2,526.68,19.92,Wallet,Individual,N,Weekend,June,2025,Sunny,34.2
SESS000308,STN0154,Bengaluru Fast Charge Center,Bengaluru,  Karnataka ,Hotel,CHG00302,ac,,60.0,SUV,Bajaj Chetak,16-11-2025 17:39:20,16-11-2025 18:12:20,33.0,0.1,24.0,Cancelled,,,1.03,10.35,UPI,Commercial,No,Holiday,November,2025,Sunny,22.2
SESS000923,STN0047,Chandigarh Charge Point,Chandigarh,Punjab,highway,CHG00758,,GB/T,3.3,Bus,BYD Atto 3,2023-01-06 13:12:00,06-01-2023 13:50:00,38.0,42.29,18.0,Cancelled,105.0,89.3,842.84,19.93,UPI,Commercial,N,Weekday,January,2023,Humid,37.8
SESS001183,STN0130,Bhopal EV Hub,Bhopal,Madhya Pradesh,highway,CHG00575,DC Ultra Fast,CHAdeMO,,SUV,Hyundai Kona,24/04/2021 17:59,24/04/2021 19:15,76.0,39.94,,Completed,-5.0,66.2,836.34,20.94,Wallet,,N,Weekend,April,2021,,30.9
SESS001548,STN0057,Chandigarh Charge Point,Chandigarh,Punjab,Highway,CHG00188,DC fast,CHAdeMO,7.2,Bus,BYD Atto 3,29/03/2022 09:06,2022-03-29 09:48:36,42.0,15.43,0.0,completed,105.0,95.0,143.19,9.28,Cash,Individual,no,Weekday,March,2022,Foggy,28.8
SESS001496,STN0169,gurugram Power Station,gurugram,Haryana,,CHG00796,AC,GB/T,7.2,SUV,Citroen eC3,11/09/2023 16:28,2023-09-11 17:25:33,57.0,9.46,0.0,COMPLETED,,150.0,104.15,11.01,UPI,Fleet,,Weekday,September,2023,,34.4
SESS000018,STN0043,Ahmedabad Power Station,Ahmedabad,Gujarat,Mall,CHG00014,,CCS,30.0,Bus,Tata Tiago EV,2024-10-30 20:18:58,2024-10-30 21:08:58,50.0,11.67,0.0,completed,-5.0,86.9,229.32,19.65,,Fleet,No,Weekend,October,2024,Cloudy,43.6
SESS000068,STN0015,Lucknow EV Hub,Lucknow,Uttar Pradesh,Highway,CHG00541,DC fast,CHAdeMO,60.0,3-Wheeler,Kia EV6,20-06-2022 12:06:02,20-06-2022 12:28:02,22.0,25.03,22.0,COMPLETED,-5.0,150.0,274.08,,Cash,,no,Weekday,June,2022,,29.5
SESS001786,STN0015,Noida Power Station,Noida,Uttar Pradesh,Highway,CHG00281,AC,CHAdeMO,,SUV,Hyundai Kona,22-10-2023 01:59:43,22-10-2023 02:36:43,37.0,29.25,5.0,COMPLETED,10.2,150.0,481.46,16.46,Wallet,,no,Weekend,October,2023,,30.8
SESS001757,STN0042,Gurugram Fast Charge Center,Gurugram,Haryana,Hotel,CHG00348,,,150.0,SUV,Hyundai Kona,29-08-2024 02:00:22,29-08-2024 01:08:22,-52.0,0.1,0.0,Cancelled,,,0.86,8.64,UPI,Fleet,No,Weekday,August,2024,Cloudy,22.2
SESS000722,STN0246,Chennai Power Station,Chennai,Tamil Nadu,Highway,CHG00223,ac,GB/T,3.3,Bus,BYD Atto 3,16-04-2024 10:41:51,2024-04-16 11:10:51,29.0,33.26,2.0,completed,22.1,150.0,474.95,14.28,Cash,Commercial,No,Holiday,April,2024,Sunny,26.9
SESS000113,STN0023,Kolkata EV Hub,Kolkata,West Bengal,Office,CHG00557,DC Ultra Fast,ccs2,,2-Wheeler,BYD Atto 3,27/08/2025 13:43,2025-08-27 15:23:20,100.0,1.85,0.0,Completed,105.0,,19.79,,Wallet,Fleet,yes,Holiday,August,2025,Sunny,18.4
SESS001865,STN0135,Bhopal Fast Charge Center,Bhopal,MADHYA PRADESH,Office,CHG00829,DC Ultra Fast,GB/T,120.0,Bus,Bajaj Chetak,18/12/2022 22:14,18/12/2022 23:12,58.0,26.71,7.0,COMPLETED,,,422.55,15.82,App,,N,Weekend,December,2022,Humid,31.3
SESS000726,STN0070,Surat EV Hub,Surat,Gujarat,Office,CHG00401,AC,Type 2,3.3,Car,Bajaj Chetak,27/06/2021 15:46,2021-06-27 16:46:23,60.0,2.27,,Cancelled,105.0,70.5,31.92,14.06,Wallet,Individual,,Weekend,June,2021,Foggy,31.2
SESS001643,STN0011,Delhi Power Station,Delhi,Delhi,Mall,CHG00801,AC,ccs2,120.0,Bus,Mahindra XUV400,2025-07-17 21:15:48,17/07/2025 21:42,27.0,62.16,,Failed,,,1069.15,17.2,upi,Individual,Y,Weekday,July,2025,Foggy,28.2
SESS000517,STN0064,Indore Fast Charge Center,indore,Madhya Pradesh,,CHG00479,ac,CCS,,Bus,Tata Nexon EV,2023-07-31 00:46:38,31-07-2023 01:40:38,54.0,18.58,0.0,COMPLETED,-5.0,,376.62,20.27,Cash,Commercial,Y,Weekend,July,2023,,28.4
SESS001968,STN0202,Delhi EV Hub,Delhi,Delhi,Mall,CHG00453,ac,Type 2,60.0,3-Wheeler,Ola S1 Pro,08-03-2023 04:20:35,2023-03-08 05:04:35,44.0,17.57,5.0,completed,,,309.23,17.6,App,,,Weekend,March,2023,Sunny,
SESS001127,STN0065,Delhi Power Station,Delhi,  Delhi ,Residential,CHG00080,AC,CHAdeMO,50.0,2-Wheeler,Hyundai Kona,26-03-2025 19:40:51,26-03-2025 21:14:51,,21.94,0.0,Completed,,150.0,360.25,16.42,upi,Commercial,no,Weekend,March,2025,Sunny,35.0
SESS000416,STN0075,Ahmedabad Power Station,Ahmedabad,gujarat,,CHG00565,AC,GB/T,120.0,Bus,Bajaj Chetak,25/01/2024 05:10,,38.0,18.75,22.0,Failed,,,188.81,10.07,upi,Individual,Y,Weekday,January,2024,Rainy,47.7
SESS001591,STN0067,Delhi EV Hub,Delhi,Delhi,Office,CHG00166,DC fast,,120.0,Car,Tata Tiago EV,2024-04-18 01:10:43,2024-04-18 00:20:43,-50.0,8.8,,Cancelled,105.0,,151.71,17.24,,Fleet,No,Holiday,April,2024,Foggy,24.6
SESS001512,STN0010,Hyderabad EV Hub,Hyderabad,Telangana,,CHG00201,DC Fast,CHAdeMO,22.0,SUV,Tata Nexon EV,26-03-2022 04:25:41,2022-03-26 05:05:41,40.0,13.5,44.0,COMPLETED,-5.0,150.0,119.61,8.86,Wallet,Individual,Yes,Holiday,March,2022,Humid,25.7
SESS001498,STN0114,Ahmedabad Power Station,Ahmedabad,Gujarat,Highway,CHG00546,ac,CHAdeMO,7.2,Car,Ather 450X,08/02/2025 15:37,2025-02-08 16:33:58,56.0,20.65,,Cancelled,24.4,,357.45,17.31,UPI,,No,Weekend,February,2025,Sunny,29.2
SESS000264,STN0175,Patna Fast Charge Center,Patna,Bihar,Hotel,CHG00446,AC,CHAdeMO,7.2,Bus,BYD Atto 3,20-02-2022 14:45:11,20/02/2022 13:16,-89.0,31.54,,Cancelled,-5.0,60.4,416.64,13.21,Card,Commercial,Y,Holiday,February,2022,Rainy,25.0
SESS001883,STN0032,Pune EV Hub,pune,Maharashtra,Residential,CHG00031,DC Ultra Fast,,,Car,Kia EV6,2024-11-27 06:29:22,27-11-2024 06:57:22,28.0,3.56,0.0,Failed,-5.0,150.0,62.76,17.63,UPI,Individual,,Weekend,November,2024,Humid,34.4
SESS000847,STN0065,Bhopal Power Station,Bhopal,Madhya Pradesh,Parking,CHG00045,AC,ccs2,3.3,2-Wheeler,,12-07-2024 04:43:35,12-07-2024 05:50:35,67.0,36.39,,Cancelled,,150.0,330.79,9.09,UPI,Individual,N,Holiday,July,2024,Foggy,23.8
SESS000292,STN0245,Pune Fast Charge Center,Pune,Maharashtra,Residential,CHG00156,,Type 2,150.0,2 Wheeler,Kia EV6,03-05-2022 06:39:39,2022-05-03 07:29:39,50.0,23.25,8.0,Cancelled,,,186.7,8.03,App,Fleet,Y,Weekday,May,2022,,25.3
